company,city,country,longitude,latitude,yearEST,yearClosed,category,website
Kritzelkratz 3000,Wurzburg,Germany,9.9533548,49.7913044,1996,0,Developer,www.kritzelkratz.de
Krome Studios,Brisbane,Australia,153.0234489,-27.4710107,1999,0,Developer,www.kromestudios.com
Kru Interactive,Santa Clara,United States,-121.9552356,37.3541079,1994,0,Online Developer,www.kru.com
Kuju Entertainment,Shalford,England,-0.568357,51.211585,1998,0,Developer,www.kuju.com
Kukla Interactive,Istanbul,Turkey,28.97696,41.00527,2009,0,Developer,www.kuklainteractive.com
Kuma Reality Games,New York City,United States,-74.0059413,40.7127837,2003,0,Online Developer,www.kumawar.com
Kung Fu Factory,Los Angeles,United States,-118.2436849,34.0522342,2002,0,Developer,www.kungfufactory.com
Kurechii,Puchong,Malaysia,101.617767,3.02534,2009,0,Developer,www.kurechii.com
Kush Games,Camarillo,USA,-119.0376023,34.2163937,2002,2005,Developer,
Kutoka,Montreal,Canada,-73.567256,45.5016889,1995,0,Developer,www.kutoka.com
Kuuasema,Helsinki,Finland,24.9410248,60.1733244,2004,0,Developer,www.kuuasema.com
Kylotonn Entertainment,Paris,France,2.3522219,48.856614,2002,0,Developer,www.kylotonn.com
Labu Games,Jakarta,Indonesia,106.845599,-6.2087634,2010,0,Mobile/Handheld,www.labugames.com
Lady Shotgun,Derby,England,-1.4746186,52.9225301,2011,0,Mobile/Handheld,www.ladyshotgun.com
Lake Effect Operations,Syracuse,United States,-76.1474244,43.0481221,2009,0,Mobile/Handheld,www.lakeeffectapps.com
Lamagama Entertainment Studio,Ankara,Turkey,32.85411,39.92077,2009,0,Developer,www.lamagama.com
Lantana Games,Newton,United States,-71.2092214,42.3370413,2009,0,Developer,www.lantanagames.com
Lantern,Los Angeles,United States,-118.2436849,34.0522342,2008,0,Developer,www.lanternla.com
Large Animal Games,New York City,United States,-74.0059413,40.7127837,2001,0,Publisher,www.largeanimal.com
Larian Studios,Ghent,Belgium,3.7174243,51.0543422,1996,0,Developer,www.larian.com
Larva Game Studios,Guadalajara,Mexico,-103.3496092,20.6596988,2007,0,Developer,www.larvagamestudios.com
Laser Shot,Houston,United States,-95.3698028,29.7604267,1999,0,Developer,www.lasershot.com
Last Day of Work,San Francisco,United States,-122.4194155,37.7749295,2002,0,Developer,www.ldw.com
Launching Pad Games,Wellington,New Zealand,174.776236,-41.2864603,2008,2012,Mobile/Handheld,www.launchingpadgames.com
Lazy 8 Studios,San Francisco,United States,-122.4194155,37.7749295,2008,0,Developer,www.lazy8studios.com
LeapFrog Enterprises,Emeryville,United States,-122.2852473,37.831316,1994,0,Publisher,www.leapfrog.com
Left Behind Games,Murrieta,United States,-117.2139232,33.5539143,2001,0,Developer,www.leftbehindgames.com
Left Field Productions,Westlake Village,United States,-118.8073729,34.1466467,1994,0,Developer,www.left.com
LeftRight Studios,Pittsburgh,United States,-79.9958864,40.4406248,2009,0,Mobile/Handheld,www.leftright.co/
Legacy Interactive,Los Angeles,United States,-118.2436849,34.0522342,1998,0,Developer,www.legacyinteractive.com
Legendo Entertainment,Kungalv,Sweden,11.9740317,57.869754,2004,0,Developer,www.legendo.com
Lemon Tree Studio,Omsk,Russia,73.366667,54.983333,2009,0,Mobile/Handheld,www.lemontree-studio.com
Lesta Studio (Wargaming),Saint Petersburg,Russia,30.3350986,59.9342802,1991,0,Developer,www.lesta.ru
Leti Games,Accra,Ghana,-0.2,5.55,2009,0,Mobile/Handheld,www.letigames.com
Level 5,Fukuoka,Japan,130.4017155,33.5903547,1998,0,Developer,www.level5.co.jp
Level Up,Makati City,Philippines,121.0244452,14.554729,2011,0,Publisher,www.levelupgames.com
Level Zero Games,Chicago,United States,-87.6297982,41.8781136,2008,0,Developer,www.levelzerogames.com
LevelBit,Beograd,Serbia,20.466667,44.816667,2009,0,Developer,www.levelbitgames.com
Leviathan Games,Boulder,United States,-105.2705456,40.0149856,1998,0,Developer,www.leviathangames.com
Lift London,London,England,-0.1277583,51.5073509,2013,0,Mobile/Handheld,www.liftlondon.com
Lightbox Interactive,Austin,United States,-97.7430608,30.267153,2009,0,Developer,www.lightboxinteractive.com
Lightning Fish,Banbury,England,-1.339775,52.0629009,2008,0,Developer,www.lightningfishgames.com
Lightside,Mountain View,United States,-122.0838511,37.3860517,2010,0,Online Developer,www.lightsidegames.com
Limbic Entertainment,Langen,Germany,8.6634007,49.9914663,2002,0,Developer,www.limbic-entertainment.de
Limbic Software,San Francisco,United States,-122.4194155,37.7749295,2008,0,Mobile/Handheld,www.limbic.com
Limbs Alive,Newcastle Upon Tyne,England,-1.61778,54.978252,2010,0,Publisher,www.limbsalive.com
Linden Lab,San Francisco,United States,-122.4194155,37.7749295,1999,0,Online Developer,www.lindenlab.com
Lionhead Studios (Microsoft),Guildford,England,-0.570409,51.23622,1997,0,Developer,www.lionhead.com
LionWorks,Guatemala City,Guatemala,-90.535278,14.613333,2009,0,Developer,www.lionworks.com
Liquid Entertainment,Agoura Hills,United States,-118.7616764,34.1533395,1999,0,Developer,www.liquid-entertainment.com
Little Chicken Game Company,Amsterdam,Netherlands,4.8951679,52.3702157,2001,0,Developer,www.littlechicken.nl
Little Guy Games,Toronto,Canada,-79.3831843,43.653226,2009,0,Mobile/Handheld,www.littleguygames.com
Little Loud,Brighton,England,-0.137163,50.82253,2000,0,Online Developer,www.littleloud.com
Little Orbit,Santa Ana,United States,-117.8678338,33.7455731,2010,0,Publisher,www.littleorbit.com
Little Wolf Studio,Dunmow,England,0.361321,51.867506,2014,0,Developer,www.littlewolfstudio.com
Little Worlds Studio,Lyon,France,4.835659,45.764043,2004,0,Mobile/Handheld,www.little-worlds.com
Llamasoft,Reading,England,-0.9781303,51.4542645,1982,0,Developer,
Lockpick Entertainment,Skovde,Sweden,13.8461208,58.3902782,2004,0,Developer,www.lockpick.se
Longbow Digital Arts,Toronto,Canada,-79.3831843,43.653226,2000,0,Developer,www.ldagames.com
Longtail Studios,Halifax,Canada,-63.5753196,44.6488625,2004,0,Developer,www.longtailstudios.com
Looking Glass Studios,Cambridge,USA,-71.1097335,42.3736158,1990,2000,Developer,
Loot Drop,San Mateo,United States,-122.3255254,37.5629917,2010,0,Online Developer,www.lootdrop.com
Louisiana Digital Gaming Initiative (LDGI),Baton Rouge,United States,-91.1403196,30.4582829,2010,0,Organization,www.ldgi.biz
LucasArts Entertainment Company (Disney),San Francisco,United States,-122.4194155,37.7749295,1982,2013,"Developer, Publisher",www.lucasarts.com
Ludia,Montreal,Canada,-73.567256,45.5016889,2007,0,Developer,www.ludia.com
Ludosity Interactive,Skovde,Sweden,13.8461208,58.3902782,2008,0,Developer,www.ludosity.com
LuGus Studios,Genk,Belgium,5.5021,50.96613,2011,0,Developer,www.lugus-studios.be
Luma Arcade,Johannesburg,South Afria,28.0473051,-26.2041028,2006,0,Developer,www.luma.co.za
Lumentech,Aracaju,Brazil,-37.0730823,-10.9472468,2004,0,Developer,www.lumentech.cc
Lumosity,San Francisco,United States,-122.4194155,37.7749295,2005,0,Online Developer,www.lumosity.com
Lunagames,Emmen,Netherlands,6.8975851,52.7858037,2003,0,Mobile/Handheld,www.lunagames.com
Lunar Software,Preston,England,-2.70309,53.763201,2011,0,Developer,www.lunar-software.com
Luxoflux,Santa Monica,USA,-118.4911912,34.0194543,1998,2010,Developer,
lvl Studio,Montreal,Canada,-73.567256,45.5016889,2003,0,Developer,www.lvlstudio.com
M-Inverse,Hong Kong,China,114.109497,22.396428,2005,0,Developer,www.m-inverse.com
Machine Zone,Palo Alto,United States,-122.1430195,37.4418834,2008,0,Mobile/Handheld,www.machinezone.com
MachineGames (ZeniMax Media),Uppsala,Sweden,17.6389267,59.8585638,2009,0,Developer,www.machinegames.com
Machineworks Northwest,Flagstaff,United States,-111.651302,35.1982836,2001,0,Developer,www.machineworksnorthwest.com
Mad Data,Erkrath,Germany,6.9073473,51.2213125,1992,0,Developer,www.mad-data.com
Mad Head Games,Novi Sad,Serbia,19.85,45.25,2011,0,Developer,www.madheadgames.com
MAD multimedia,Groningen,Netherlands,6.5665018,53.2193835,1996,0,Online Developer,www.madmultimedia.nl
Mad Otter Games,Eugene,United States,-123.0867536,44.0520691,2007,0,Developer,www.madottergames.com
MADFINGER Games,Brno,Czech Republic,16.6068371,49.1950602,2010,0,Developer,www.madfingergames.com
Magenta Software,Liverpool,England,-2.9915726,53.4083714,1994,0,Developer,www.magentasoftware.com
Magic Lantern,Monmouth,United States,-90.6473576,40.9114271,1998,0,Developer,www.lanterngames.com
Magic Pixel Games,Los Angeles,United States,-118.2436849,34.0522342,2010,0,Developer,www.magicpixelgames.com
Magitech Corporation,Toronto,Canada,-79.3831843,43.653226,1993,0,Developer,www.ezgame.com
Magma Studios,Singapore,Singapore,103.8509491,1.2800945,2005,0,Online Developer,www.magma-studios.com
Magmic Games,Ottawa,Canada,-75.6971931,45.4215296,2002,0,Mobile/Handheld,www.magmic.com
Magnin & Associates,Farmers Branch,United States,-96.8961151,32.9265137,1993,0,Mobile/Handheld,www.edmagnin.com
Magnussoft,Kesselsdorf,Germany,13.6,51.033333,1984,0,Publisher,www.magnussoft.com
Maharaja Games,Mumbai,India,72.8776559,19.0759837,2004,0,Developer,www.maharajagames.com
Majesco Entertainment,Edison,United States,-74.4120953,40.5187154,1986,0,Publisher,www.majescoentertainment.com
ManagerZone,Karlskrona,Sweden,15.5869,56.161224,2001,0,Online Developer,www.managerzone.com
Mandragora,Moscow,Russia,37.6173,55.755826,2012,0,Mobile/Handheld,www.themandragora.ru
Manifesto Games,Recife,Brazil,-34.8828969,-8.0578381,2005,0,Developer,www.manifestogames.com.br
Manthan Studio,Nagpur,India,79.0881546,21.1458004,2008,0,Online Developer,www.manthanstudio.com
Mantiz Game Studios,Pachuca,Mexico,-98.7591311,20.1010608,2010,0,Developer,www.mantizgs.com
Marvelous AQL Europe,Tunbridge Wells,United Kingdom,0.263695,51.132377,2012,0,Publisher,www.marvelousgames.com
Masque Publisher,Lone Tree,United States,-104.8970678,39.536482,1987,0,Publisher,www.masque.com
Massive Black,San Francisco,United States,-122.4194155,37.7749295,2003,0,Online Developer,www.massiveblack.com
Massive Entertainment (Ubisoft),Malmo,Sweden,13.003822,55.604981,1997,0,Developer,www.massive.se
Mastertronic,Farringdon,England,-0.10518,51.52017,1983,0,Publisher,www.mastertronic.com
Masthead Studios,Sofia,Bulgaria,23.3218675,42.6977082,2005,0,Online Developer,www.mastheadstudios.net
Matrix Games,Staten Island,United States,-74.1502007,40.5795317,1999,0,Publisher,www.matrixgames.com
Maximize Games,Medan,Indonesia,98.6692998,3.5915405,2000,0,Developer,www.maximizegames.com
Maxis Software,Emeryville,USA,-122.2852473,37.831316,1987,0,Developer,
Mayness Studios,Sao Paulo,Brazil,-46.6333094,-23.5505199,2011,0,Mobile/Handheld,www.mayness.com.br
Maysalward,Amman,Jordan,35.9456951,31.9565783,2003,0,Mobile/Handheld,www.maysalward.com
Mean Hamster Software,Deer Park,United States,-95.1238204,29.7052284,1985,0,Developer,www.meanhamster.com
Meantime Mobile Creations,Recife,Brazil,-34.8828969,-8.0578381,2003,0,Mobile/Handheld,www.meantime.com.br
Mechanical Butterfly Studios,San Francisco,United States,-122.4194155,37.7749295,2002,0,Developer,www.mbsgames.com
Mechanist Games,Xiamen,China,118.089425,24.479834,2009,0,Online Developer,www.mechanist.co
Medaverse,Dover,United States,-75.5243682,39.158168,2002,0,Developer,www.medaverse.com
Media Molecule,Guildford,England,-0.570409,51.23622,2006,0,Developer,www.mediamolecule.com
Media Monks,Hilversum,Netherlands,5.1668974,52.2291696,2001,0,Developer,www.mediamonks.com
Media Vision,Tokyo,Japan,139.6917064,35.6894875,1990,0,Developer,www.media-vision.co.jp
Mediatonic,London,England,-0.1277583,51.5073509,2005,0,Online Developer,www.mediatonicgames.com
Meez,San Francisco,United States,-122.4194155,37.7749295,2009,0,Online Developer,www.meez.com
MegaZebra,Munich,Germany,11.5819806,48.1351253,2009,0,Online Developer,
Mekensleep,Paris,France,2.3522219,48.856614,2003,0,Developer,www.mekensleep.com
Menara Games,Bandung,Indonesia,107.6082421,-6.9148644,2005,0,Mobile/Handheld,www.menaragames.com
Mental Moustache,Joensuu,Finland,29.7635297,62.6010899,2011,0,Mobile/Handheld,www.mentalmoustache.com
Mention Mobile,Los Angeles,United States,-118.2436849,34.0522342,2010,0,Mobile/Handheld,www.mentionmobile.com
Mercurysteam Entertainment,Madrid,Spain,-3.7037902,40.4167754,2002,0,Developer,www.mercurysteam.com
Merscom (Playdom),Chapel Hill,United States,-79.0558445,35.9131996,1999,0,Publisher,www.merscom.com
Metaboli,Paris,France,2.3522219,48.856614,2001,0,Publisher,www.metaboli.co.uk
Metamoki,San Francisco,United States,-122.4194155,37.7749295,2009,0,Mobile/Handheld,www.metamoki.com
Meteor Games,Los Angeles,United States,-118.2436849,34.0522342,2007,0,Online Developer,www.meteorgames.com
Method-Solutions,Addison,United States,-96.8291685,32.96179,2005,0,Developer,www.method-solutions.com
Metismo,Eastleigh,England,-1.374688,50.967182,2007,0,Mobile/Handheld,www.metismo.com
MetroGames,Palo Alto,United States,-122.1430195,37.4418834,2010,0,Online Developer,www.metrogames.com
METUTECH-ATOM,Ankara,Turkey,32.85411,39.92077,2008,0,Organization,www.metutech.metu.edu.tr
Mgame,Seoul,South Korea,126.9779692,37.566535,2000,0,"Developer, Publisher",www.mgame.com
Mi'pu'mi Games,Vienna,Austria,16.3738189,48.2081743,2009,0,Developer,www.mipumi.com
Micazook,London,England,-0.1277583,51.5073509,2004,0,Mobile/Handheld,www.micazook.com
Microforte Studio,Canberra,Australia,149.1286843,-35.2819998,1985,0,Developer,www.microforte.com
Microsoft Game Studios,Redmond,United States,-122.121512,47.6739881,2002,0,Publisher,www.microsoft.com/games
Midas Interactive,Bishops Stortford,England,0.158605,51.869052,1999,0,Publisher,www.midasinteractive.com
Midnight Studios,Austin,United States,-97.7430608,30.267153,2007,0,Developer,www.midnight-studios.net
Midnight Synergy,Regina,Canada,-104.606667,50.454722,1995,0,Developer,www.midnightsynergy.com
Midway Games,Chicago,USA,-87.6297982,41.8781136,1988,2009,"Developer, Publisher",
Might & Delight,Stockholm,Sweden,18.0685808,59.3293235,2010,0,Developer,www.mightanddelight.com
Mighty Rabbit Studios,Cary,United States,-78.7811169,35.79154,2010,0,Mobile/Handheld,www.mightyrabbitstudios.com
MightyGate,Seville,Spain,-5.9844589,37.3890924,2011,0,Mobile/Handheld,www.mightygate.com
MileStone Inc.,Suginami,Japan,139.6364379,35.6995657,2003,0,Developer,
Milestone S.r.l.,Milan,Italy,9.1859243,45.4654219,1996,0,Developer,www.milestone.it
Milkman Games,San Francisco,United States,-122.4194155,37.7749295,2009,0,Mobile/Handheld,www.milkmangames.com
Mind Candy Entertainment,London,England,-0.1277583,51.5073509,2004,0,Developer,www.mindcandydesign.com
MindArk,Gothenburg,Sweden,11.97456,57.70887,1999,0,Online Developer,www.mindark.com
Mindscape,Brighton,England,-0.137163,50.82253,1980,0,Publisher,www.mindscape.co.uk
Mindscape Asia Pacific,North Sydney,Australia,151.2071142,-33.8386344,1995,0,Publisher,www.mindscape.net.au
Mindscape Germany,Aachen,Germany,6.0838868,50.7753455,1991,0,Publisher,www.mindscape.com
Mindshapes,London,England,-0.1277583,51.5073509,2010,0,Developer,www.mindshapes.com
MindSnacks,San Francisco,United States,-122.4194155,37.7749295,2010,0,Mobile/Handheld,www.mindsnacks.com
Mindware Studios,Prague,Czech Republic,14.4378005,50.0755381,2002,2011,Developer,www.mindwarestudios.com
MiniMega,Brisbane,Australia,153.0234489,-27.4710107,2011,0,Developer,www.minimega.com.au
MinoMonsters,San Francisco,United States,-122.4194155,37.7749295,2011,0,Mobile/Handheld,www.minomonsters.com
Minority Media,Montreal,Canada,-73.567256,45.5016889,2010,0,Developer,www.weareminority.com
Mist Walker,Tokyo,Japan,139.6917064,35.6894875,2004,0,Developer,www.mistwalkercorp.com
Mitchell Corporation,Tokyo,Japan,139.6917064,35.6894875,1960,0,Developer,
Mitorah Games,Hameenlinna,Finland,24.4672831,60.993641,2004,0,Developer,www.mitorahgames.com
MixedBag,Torino,Italy,7.6868565,45.070312,2008,0,Developer,www.mixedbag.it
Mob Science,Carlsbad,United States,-117.3505939,33.1580933,2008,0,Online Developer,www.mobscience.com
mobcast,Tokyo,Japan,139.6917064,35.6894875,2007,0,Mobile/Handheld,www.mobcast.co.jp
Mobigame,Paris,France,2.3522219,48.856614,2004,0,Developer,www.mobigame.com
Mobile Bits,Hamburg,Germany,9.9936818,53.5510846,2010,0,Developer,www.mobilebits.de
mobStudio,Krasnoyarsk,Russia,92.8932476,56.0152834,2005,0,Online Developer,www.mobstudio.ru
Mode 7,London,England,-0.1277583,51.5073509,2005,0,Developer,www.mode7games.com
Mohawk Games,Baltimore,United States,-76.6121893,39.2903848,2013,0,Developer,www.mohawkgames.com
Mojang AB,Stockholm,Sweden,18.0685808,59.3293235,2009,0,Developer,
Mojang Specifications,Stockholm,Sweden,18.0685808,59.3293235,2009,0,Developer,www.mojang.com
Mojaro,Vancouver,Canada,-123.1207375,49.2827291,2010,0,Mobile/Handheld,www.mojaro.com
Mojo Forest,Singapore,Singapore,103.8509491,1.2800945,2011,0,Mobile/Handheld,www.mojoforest.com
Mojo-Bone Software Studios,Phoenix,United States,-112.0740373,33.4483771,2008,0,Developer,www.mojo-bone.net
Momentum Digital Media Technologies,Kocaeli,Turkey,29.8815203,40.8532704,1998,0,Developer,www.momentum-dmt.com
Mommy's Best Games,Charlestown,United States,-71.0602131,42.3782065,2007,0,Developer,www.mommysbestgames.com
Monkube,Leuven,Belgium,4.7,50.883333,2010,0,Mobile/Handheld,www.monkube.com
Monolith Productions,Kirkland,United States,-122.2087353,47.6814875,1994,0,Developer,www.lith.com
Monolith Soft,Tokyo,Japan,139.6917064,35.6894875,1999,0,Developer,
Monster Games,Northfield,United States,-93.161604,44.4582983,1996,0,Developer,www.mgiracing.com
Moon Spider Studio,Key Biscayne,United States,-80.1628248,25.693713,2009,0,Developer,www.moonspiderstudio.com
Moonberry Studios,Porto,Portugal,-8.6291053,41.1579438,2009,0,Developer,www.moonberry-studios.com
Moonpod,Sheffield,England,-1.470085,53.381129,2002,0,Developer,www.moonpod.com
Morphonix,Sausalito,United States,-122.4852507,37.8590937,1990,0,Developer,www.morphonix.com
Motiga,Bellevue,United States,-122.2006786,47.610377,2010,0,Online Developer,www.motiga.com
Mukutu,Santos,Brazil,-46.3288865,-23.9678823,2001,0,Developer,www.mukutu.com.br
Multimedia Games,Austin,United States,-97.7430608,30.267153,2000,0,Developer,www.multimediagames.com
Mumbo Jumbo,Dallas,United States,-96.8009781,32.7802618,2001,0,"Developer, Publisher",www.mumbojumbo.com
MunkyFun,San Francisco,United States,-122.4194155,37.7749295,2008,0,Developer,www.munkyfun.com
Muse Games,New York City,United States,-74.0059413,40.7127837,2010,0,Online Developer,www.musegames.com
Mutant Labs,Plymouth,England,-4.1426565,50.3754565,2009,0,Developer,www.mutantlabs.com
Muzzy Lane,Newburyport,United States,-70.8772751,42.8125913,2002,0,Developer,www.muzzylane.com
Mysterious Development,San Jose,Costa Rica,-84.0907246,9.9280694,2009,0,Online Developer,www.mysteryd.com
Mystery Studio,Montevideo,Uruguay,-56.1645314,-34.9011127,2002,0,Developer,www.mysterystudio.com
Mythic Entertainment (Electronic Arts),Fairfax,United States,-77.3063733,38.8462236,1996,0,Online Developer,www.mythicentertainment.com
Mytopia,Tel Aviv,Israel,34.7817676,32.0852999,2006,0,Developer,www.mytopia.com
N-Game Studios,Dnepropetrovsk,Ukraine,35.046183,48.464717,2002,0,Developer,www.ngsdev.com
n-SPACE,Orlando,United States,-81.3792365,28.5383355,1994,0,Developer,www.n-space.com
N3V Games,Helensvale,Australia,153.3378771,-27.9224124,1995,0,Developer,www.n3vgames.com
Nabi Studios,Singapore,Singapore,103.8509491,1.2800945,2006,0,Developer,www.nabistudios.com
Nadeo (Ubisoft),Issy-les-Moulineaux,France,2.2743419,48.8245306,2000,0,Developer,www.nadeo.com
Naked Sky Entertainment,Los Angeles,United States,-118.2436849,34.0522342,2002,0,Developer,www.nakedsky.com
NAMCO BANDAI Games,Tokyo,Japan,139.6917064,35.6894875,2007,0,"Developer, Publisher",www.namcobandaigames.com
NanaOn-Sha,Tokyo,Japan,139.6917064,35.6894875,1993,0,Developer,www.nanaon-sha.com
NAPS Team,Messino,Italy,15.5540152,38.1938137,1994,0,Developer,www.napsteam.com
Natsume,Shinjuku,Japan,139.7035494,35.6938401,1987,0,"Developer, Publisher",
Natsume Tokyo,Tokyo,Japan,139.6917064,35.6894875,1987,0,"Developer, Publisher",www.natsume.com
NaturalMotion Games (Zynga),Oxford,England,-1.2577263,51.7520209,2001,0,Developer,www.naturalmotion.com
Naughty Dog,Santa Monica,United States,-118.4911912,34.0194543,1986,0,Developer,www.naughtydog.com
Nawia Games,Gdansk,Poland,18.6466384,54.3520252,2007,0,Developer,www.nawiagames.com
NCsoft,Seoul,South Korea,126.9779692,37.566535,1997,0," Developer, Mobile/Handheld, Online Developer",www.ncsoft.com
ndoors,Seoul,South Korea,126.9779692,37.566535,1999,0,Online Developer,www.ndoors.net
nDreams,Farnborough,England,-0.752615,51.2868939,2006,0,Developer,www.ndreams.com
Neggi Studio,Monterrey,Mexico,-100.3161126,25.6866142,2010,0,Developer,www.neggistudio.com
Neko Entertainment,Montreuil Sous Bois,France,2.448451,48.863812,1999,0,Developer,www.e-neko.com
Nemesys,Budapest,Hungary,19.040235,47.497912,2006,0,Developer,www.nemesys.hu
Neon Play,Cirencester,England,-1.968243,51.718495,2010,0,Mobile,www.neonplay.com
Neonga,Berlin,Germany,13.404954,52.5200066,2010,0,Online Developer,www.neonga.com
Neopica,Ghent,Belgium,3.7174243,51.0543422,2007,0,Developer,www.neopica.com
Neople,Seoul,South Korea,126.9779692,37.566535,2001,0,"Developer, Publisher",www.neople.co.kr
Neowiz,Seoul,South Korea,126.9779692,37.566535,1997,0,"Developer, Publisher",www.neowiz.com
Nerd Monkeys,Lisbon,Portugal,-9.1393366,38.7222524,2013,0,Developer,www.nerdmonkeys.pt
Nerve Software,Mesquite,United States,-96.5991593,32.7667955,1999,0,Developer,www.nervesoftware.com
NetDevil,Louisville,United States,-85.7584557,38.2526647,1997,0,Online Developer,www.netdevil.com
Netdragon,Fuzhou,China,119.296494,26.074508,1999,0,Developer,
NetherRealm Studios,Chicago,USA,-87.6297982,41.8781136,2010,0,Developer,
Neuron Games,Mountain View,United States,-122.0838511,37.3860517,1997,0,Developer,www.neurongames.com
NeverMind Games,Thurles,Ireland,-7.8044421,52.6801064,2010,0,Developer,www.nevermindgames.com
Neversoft Entertainment (Activision),Woodland Hills,United States,-118.6089752,34.165357,1994,2014,Developer,www.neversoft.com
NevoSoft,Saint Petersburg,Russia,30.3350986,59.9342802,2002,0,Developer,www.nevosoft.com
Newsoft,Murcia,Spain,-1.1306544,37.9922399,1991,0,Developer,www.newsoft.es
Nex Entertainment,Tokyo,Japan,139.6917064,35.6894875,1992,0,Developer,www.nex-ent.co.jp
Nexgen Studio,Singapore,Singapore,103.8509491,1.2800945,2003,0,Mobile/Handheld,www.nexgenstudio.com
Nexon,Seoul,South Korea,126.9779692,37.566535,1994,0,"Developer, Publisher",www.nexon.com
Next Level Games,Vancouver,Canada,-123.1207375,49.2827291,2002,0,Developer,www.nextlevelgames.com
Nezal Entertainment,Cairo,Egypt,31.2357116,30.0444196,2010,0,Developer,www.nezal.com
nFusion Interactive,Marlboro,United States,-74.2687291,40.3380949,1997,0,Developer,www.n-fusion.com
NGD Studios,Buenos Aires,Argentina,-58.3815591,-34.6036844,2002,0,Developer,
ngmoco (DeNA),San Francisco,United States,-122.4194155,37.7749295,2008,0,Mobile/Handheld,blog.ngmoco.com
NHN,Seoul,South Korea,126.9779692,37.566535,1998,0,Online Developer,www.hangame.com
Nicalis,Los Angeles,United States,-118.2436849,34.0522342,2007,0,Developer,www.nicalis.com
Nicholas Games,Katowice,Poland,19.0237815,50.2667,2004,0,Developer,www.nicolasgames.pl
Niels Bauer games,Freiburg,Germany,7.8421043,50.2667,1998,0,Developer,www.nbsd.de
Night & Day Studios,Portland,United States,-122.6764816,45.5230622,2006,0,Mobile/Handheld,www.nightanddaystudios.com
Night Dive Studios,Portland,United States,-122.6764816,45.5230622,2012,0,Developer,www.nightdivestudios.com
Night Owl Games,Austin,United States,-97.7430608,30.267153,2008,0,Online Developer,www.nightowlgames.net
Nightspade,Bandung,Indonesia,107.6082421,-6.9148644,2010,0,Mobile/Handheld,www.nightspade.com
Nigoro,Tokyo,Japan,139.6917064,35.6894875,2007,0,Developer,www.nigoro.jp
Nihon Falcom,Tokyo,Japan,139.6917064,35.6894875,1981,0,Developer,
NileeGames,Mumbai,India,72.8776559,19.0759837,2011,0,Online Developer,www.nileegames.com
Nimblebit,Poway,United States,-117.0358646,32.9628232,2007,0,Mobile/Handheld,www.nimblebit.com
Nine Dots Studio,Quebec,Canada,-73.5491361,52.9399159,2011,0,Developer,www.ninedotsstudio.com
Nine Pound Studios,Churchville,United States,-76.2497401,39.5596314,2009,0,Mobile/Handheld,www.ninepound.com
Ninja Kiwi,Auckland,New Zealand,174.7633315,-36.8484597,2006,0,Developer,www.ninjakiwi.com
Ninja Theory,Cambridge,England,0.121817,52.205337,2000,0,Developer,www.ninjatheory.com
NinjaBee,Orem,United States,-111.6946475,40.2968979,2005,0,Developer,www.ninjabee.com
Nintendo,Kyoto,Japan,135.7680294,35.0116363,1974,0,"Developer, Publisher",www.nintendo.com
Ninth Dimension Studios,Yorkville,United States,-88.4472948,41.6411409,2009,0,Developer,www.ninthdimensionstudios.com
Nippon Ichi Software,Gifu,Japan,136.7606537,35.4232984,1991,0,"Developer, Publisher",www.nippon1.co.jp
NIS America,Santa Ana,United States,-117.8678338,33.7455731,1994,0,Publisher,www.nisamerica.com
Nitako,Tel Aviv,Israel,34.7817676,32.0852999,2008,0,Mobile/Handheld,www.nitako.com
Nitreal Games,Warsaw,Poland,21.0122287,52.2296756,2009,0,Developer,www.nitrealgames.com
Nitro Games,Helsinki,Finland,24.9410248,60.1733244,2002,0,Developer,www.nitrogames.com
Nitrome,London,England,-0.1277583,51.5073509,2007,0,Online Developer,www.nitrome.com
Nival Interactive,Moscow,Russia,37.6173,55.755826,1996,0,Developer,www.nival.com
Nix Hydra,Los Angeles,United States,-118.2436849,34.0522342,2012,0,Developer,www.nixhydra.com
Nnooo,Sydney,Australia,151.2069902,-33.8674869,2006,0,Developer,www.nnooo.com
No Goblin,Seattle,United States,-122.3320708,47.6062095,2013,0,Developer,www.nogoblin.com
Nomad Games,Lymm,England,-2.480044,53.381724,2011,0,Mobile/Handheld,www.nomadgames.co.uk
Noobware,Madrid,Spain,-3.7037902,40.4167754,2010,0,Mobile/Handheld,www.noobware.net
Nordcurrent,Vilnius,Lithuania,25.2796514,54.6871555,2002,0,Developer,www.nordcurrent.com
Nordeus,Belgrade,Serbia,20.466667,44.816667,2009,0,Online Developer,www.nordeus.com
Nordic Games,Vienna,Austria,16.3738189,48.2081743,2011,0,Publisher,www.nordicgames.at
Northworks Software,Hamburg,Germany,9.9936818,53.5510846,2006,0,Online Developer,www.northworks.de
Nothing,Wabern,Switzerland,7.4489732,46.9290164,1999,0,"Developer, Publisher",www.nothing.ch
Noumena Studios,Berlin,Germany,13.404954,52.5200066,2010,0,Developer,www.noumenastudios.com
NovaLogic,Calabasas,United States,-118.660833,34.138333,1985,0,"Developer, Publisher",www.novalogic.com
Novarama,Barcelona,Spain,2.1734035,41.3850639,2003,0,Developer,www.novarama.com
Noviy Disk Company,Moscow,Russia,37.6173,55.755826,1991,0,Publisher,www.nd.ru
